NAICS CODE,NAICS DESCRIPTION,DATA TYPE,TOTAL,Employment Size of the Enterprise,,,,,,,,
2122,Metal ore mining,"Receipts ($1,000)","8,169,777","22,957","71,077","41,300","93,974","229,308","150,059","1,075,887","1,455,254","6,714,523"
21221,Iron ore mining,Firms,32,3,9,7,4,23,3,2,28,4
21221,Iron ore mining,Establishments,40,3,9,7,4,23,3,5,31,9
21221,Iron ore mining,Employment,"5,403",[a],[b],42,46,111,[c],[f],746,"4,657"
21221,Iron ore mining,"Annual Payroll ($1,000)","287,281",(D),(D),"1,580","1,568","4,975",(D),(D),"33,518","253,763"
21221,Iron ore mining,"Receipts ($1,000)","1,794,384",(D),(D),"6,836","6,571","21,558",(D),(D),"179,430","1,614,954"
212210,Iron ore mining,Firms,32,3,9,7,4,23,3,2,28,4
212210,Iron ore mining,Establishments,40,3,9,7,4,23,3,5,31,9
212210,Iron ore mining,Employment,"5,403",[a],[b],42,46,111,[c],[f],746,"4,657"
212210,Iron ore mining,"Annual Payroll ($1,000)","287,281",(D),(D),"1,580","1,568","4,975",(D),(D),"33,518","253,763"
212210,Iron ore mining,"Receipts ($1,000)","1,794,384",(D),(D),"6,836","6,571","21,558",(D),(D),"179,430","1,614,954"
21222,Gold ore & silver ore mining,Firms,156,29,75,17,10,131,10,9,150,6
21222,Gold ore & silver ore mining,Establishments,187,29,75,18,10,132,12,23,167,20
21222,Gold ore & silver ore mining,Employment,"9,026",[a],144,100,137,[e],[c],"1,938","2,506","6,520"
21222,Gold ore & silver ore mining,"Annual Payroll ($1,000)","544,926",(D),"11,641","4,583","23,525",(D),(D),"107,356","163,588","381,338"
21222,Gold ore & silver ore mining,"Receipts ($1,000)","3,121,700",(D),"55,045","20,575","58,000",(D),(D),"526,389","770,743","2,350,957"
212221,Gold ore mining,Firms,148,26,71,17,9,123,10,9,142,6
212221,Gold ore mining,Establishments,176,26,71,18,9,124,12,21,157,19
212221,Gold ore mining,Employment,[i],[a],[c],100,[c],[e],[c],[g],[g],[i]
212221,Gold ore mining,"Annual Payroll ($1,000)",(D),(D),(D),"4,583",(D),(D),(D),(D),(D),(D)
212221,Gold ore mining,"Receipts ($1,000)",(D),(D),(D),"20,575",(D),(D),(D),(D),(D),(D)
212222,Silver ore mining,Firms,10,3,4,0,1,8,0,1,9,1
212222,Silver ore mining,Establishments,11,3,4,0,1,8,0,2,10,1
212222,Silver ore mining,Employment,[e],0,[a],0,[a],16,0,[e],[e],[b]
212222,Silver ore mining,"Annual Payroll ($1,000)",(D),18,(D),0,(D),595,0,(D),(D),(D)
212222,Silver ore mining,"Receipts ($1,000)",(D),244,(D),0,(D),"3,635",0,(D),(D),(D)
21223,"Copper, nickel, lead, & zinc mining",Firms,34,3,11,7,3,24,1,3,28,6
21223,"Copper, nickel, lead, & zinc mining",Establishments,56,3,11,9,3,26,2,4,32,24
21223,"Copper, nickel, lead, & zinc mining",Employment,"7,824",[a],[a],[b],[b],[c],[b],542,677,"7,147"
21223,"Copper, nickel, lead, & zinc mining","Annual Payroll ($1,000)","360,224",(D),(D),(D),(D),(D),(D),"43,481","50,972","309,252"
21223,"Copper, nickel, lead, & zinc mining","Receipts ($1,000)","2,563,925",(D),(D),(D),(D),(D),(D),"282,540","323,641","2,240,284"
212231,Lead ore & zinc ore mining,Firms,15,3,4,1,2,10,0,2,12,3
212231,Lead ore & zinc ore mining,Establishments,24,3,4,1,2,10,0,3,13,11
212231,Lead ore & zinc ore mining,Employment,"1,831",[a],4,[a],[b],[b],0,[f],554,"1,277"
212231,Lead ore & zinc ore mining,"Annual Payroll ($1,000)","83,314",(D),45,(D),(D),(D),0,(D),"41,463","41,851"
212231,Lead ore & zinc ore mining,"Receipts ($1,000)","493,553",(D),382,(D),(D),(D),0,(D),"278,240","215,313"
212234,Copper ore & nickel ore mining,Firms,20,0,7,6,1,14,1,1,16,4
212234,Copper ore & nickel ore mining,Establishments,32,0,7,8,1,16,2,1,19,13
212234,Copper ore & nickel ore mining,Employment,"5,993",0,[a],[b],[a],[b],[b],[b],123,"5,870"
212234,Copper ore & nickel ore mining,"Annual Payroll ($1,000)","276,910",0,(D),(D),(D),(D),(D),(D),"9,509","267,401"
212234,Copper ore & nickel ore mining,"Receipts ($1,000)","2,070,372",0,(D),(D),(D),(D),(D),(D),"45,401","2,024,971"
21229,Other metal ore mining,Firms,55,9,18,7,5,39,4,4,47,8
21229,Other metal ore mining,Establishments,68,9,18,7,9,43,4,6,53,15
21229,Other metal ore mining,Employment,"3,439",[a],[b],[b],[b],[c],[c],[e],724,"2,715"
21229,Other metal ore mining,"Annual Payroll ($1,000)","180,944",(D),(D),(D),(D),(D),(D),(D),"38,625","142,319"
21229,Other metal ore mining,"Receipts ($1,000)","689,768",(D),(D),(D),(D),(D),(D),(D),"181,440","508,328"
212291,Uranium-radium-vanadium ore mining,Firms,16,1,4,1,2,8,4,1,13,3
212291,Uranium-radium-vanadium ore mining,Establishments,25,1,4,1,6,12,4,2,18,7
212291,Uranium-radium-vanadium ore mining,Employment,[e],[a],[a],[a],[b],[b],[c],[b],[c],[c]
212291,Uranium-radium-vanadium ore mining,"Annual Payroll ($1,000)",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
212291,Uranium-radium-vanadium ore mining,"Receipts ($1,000)",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
212299,All other metal ore mining,Firms,39,8,14,6,3,31,0,3,34,5
212299,All other metal ore mining,Establishments,43,8,14,6,3,31,0,4,35,8
212299,All other metal ore mining,Employment,[h],[a],[b],44,[b],107,0,[e],[e],[h]
212299,All other metal ore mining,"Annual Payroll ($1,000)",(D),(D),(D),"1,212",(D),"4,038",0,(D),(D),(D)
212299,All other metal ore mining,"Receipts ($1,000)",(D),(D),(D),"4,509",(D),"18,668",0,(D),(D),(D)
2123,Nonmetallic mineral mining & quarrying,Firms,"3,614",375,"1,153",613,588,"2,729",585,170,"3,484",130
2123,Nonmetallic mineral mining & quarrying,Establishments,"5,660",375,"1,153",616,601,"2,745",778,495,"4,018","1,642"
2123,Nonmetallic mineral mining & quarrying,Employment,"93,567",0,"2,559","4,120","8,012","14,691","19,721","13,559","47,971","45,596"
2123,Nonmetallic mineral mining & quarrying,"Annual Payroll ($1,000)","3,935,876","22,342","93,862","136,148","300,231","552,583","804,576","557,204","1,914,363","2,021,513"
2123,Nonmetallic mineral mining & quarrying,"Receipts ($1,000)","19,717,666","95,488","380,578","539,756","1,144,130","2,159,952","3,135,147","2,460,467","7,755,566","11,962,100"
21231,Stone mining & quarrying,Firms,"1,362",125,355,223,252,955,257,79,"1,291",71
21231,Stone mining & quarrying,Establishments,"2,514",125,355,226,255,961,360,263,"1,584",930
21231,Stone mining & quarrying,Employment,"45,099",0,796,"1,515","3,454","5,765","8,947","7,176","21,888","23,211"
21231,Stone mining & quarrying,"Annual Payroll ($1,000)","1,853,226","9,169","31,735","49,003","129,009","218,916","359,879","291,012","869,807","983,419"
21231,Stone mining & quarrying,"Receipts ($1,000)","9,295,827","38,650","133,641","199,660","495,021","866,972","1,468,369","1,322,523","3,657,864","5,637,963"
212311,Dimension stone mining & quarrying,Firms,357,63,128,62,55,308,34,6,348,9
212311,Dimension stone mining & quarrying,Establishments,390,63,128,62,55,308,40,8,356,34
212311,Dimension stone mining & quarrying,Employment,"3,711",0,292,419,749,"1,460","1,161",529,"3,150",561
212311,Dimension stone mining & quarrying,"Annual Payroll ($1,000)","113,713","3,450","9,046","10,679","23,262","46,437","33,815","13,224","93,476","20,237"
212311,Dimension stone mining & quarrying,"Receipts ($1,000)","440,668","14,947","34,557","39,287","83,102","171,893","152,797","38,300","362,990","77,678"
212312,Crushed & broken limestone mining & quarrying,Firms,580,24,106,80,114,324,146,55,525,55
212312,Crushed & broken limestone mining & quarrying,Establishments,"1,354",24,106,83,117,330,231,191,752,602
212312,Crushed & broken limestone mining & quarrying,Employment,"26,234",0,243,545,"1,574","2,362","4,831","4,775","11,968","14,266"
212312,Crushed & broken limestone mining & quarrying,"Annual Payroll ($1,000)","1,090,137","2,974","11,681","18,728","61,381","94,764","204,689","192,779","492,232","597,905"
212312,Crushed & broken limestone mining & quarrying,"Receipts ($1,000)","5,377,368","12,735","49,229","76,836","238,545","377,345","817,630","929,898","2,124,873","3,252,495"
212313,Crushed & broken granite mining & quarrying,Firms,105,5,21,19,15,60,18,10,88,17
212313,Crushed & broken granite mining & quarrying,Establishments,273,5,21,19,15,60,18,19,97,176
212313,Crushed & broken granite mining & quarrying,Employment,"6,774",0,39,131,200,370,752,537,"1,659","5,115"
212313,Crushed & broken granite mining & quarrying,"Annual Payroll ($1,000)","286,719",242,"2,422","5,410","6,541","14,615","33,640","24,178","72,433","214,286"
212313,Crushed & broken granite mining & quarrying,"Receipts ($1,000)","1,799,430","2,067","12,360","30,674","28,772","73,873","147,319","129,203","350,395","1,449,035"
212319,Other crushed & broken stone mining & quarrying,Firms,378,33,100,62,68,263,63,21,347,31
212319,Other crushed & broken stone mining & quarrying,Establishments,497,33,100,62,68,263,71,45,379,118
212319,Other crushed & broken stone mining & quarrying,Employment,"8,380",0,222,420,931,"1,573","2,203","1,335","5,111","3,269"
212319,Other crushed & broken stone mining & quarrying,"Annual Payroll ($1,000)","362,657","2,503","8,586","14,186","37,825","63,100","87,735","60,831","211,666","150,991"
212319,Other crushed & broken stone mining & quarrying,"Receipts ($1,000)","1,678,361","8,901","37,495","52,863","144,602","243,861","350,623","225,122","819,606","858,755"
21232,"Sand, gravel, clay, ceramic & refractory minerals mng & quarrying",Firms,"2,066",219,713,355,309,"1,596",302,89,"1,987",79
21232,"Sand, gravel, clay, ceramic & refractory minerals mng & quarrying",Establishments,"2,819",219,713,355,313,"1,600",369,203,"2,172",647
21232,"Sand, gravel, clay, ceramic & refractory minerals mng & quarrying",Employment,"36,381",0,"1,582","2,373","4,122","8,077","9,311","4,931","22,319","14,062"
21232,"Sand, gravel, clay, ceramic & refractory minerals mng & quarrying","Annual Payroll ($1,000)","1,528,220","12,382","55,529","78,723","156,640","303,274","388,061","216,553","907,888","620,332"
21232,"Sand, gravel, clay, ceramic & refractory minerals mng & quarrying","Receipts ($1,000)","7,354,662","53,336","219,324","305,595","591,244","1,169,499","1,404,292","945,381","3,519,172","3,835,490"
212321,Construction sand & gravel mining,Firms,"1,884",204,663,324,283,"1,474",268,83,"1,825",59
212321,Construction sand & gravel mining,Establishments,"2,509",204,663,324,287,"1,478",324,189,"1,991",518
212321,Construction sand & gravel mining,Employment,"26,751",0,"1,471","2,174","3,810","7,455","7,952","4,432","19,839","6,912"
212321,Construction sand & gravel mining,"Annual Payroll ($1,000)","1,137,034","12,060","52,294","72,365","145,336","282,055","340,079","197,869","820,003","317,031"
212321,Construction sand & gravel mining,"Receipts ($1,000)","4,815,579","51,526","204,209","274,124","533,948","1,063,807","1,193,402","856,302","3,113,511","1,702,068"
212322,Industrial sand mining,Firms,93,11,25,16,13,65,16,1,82,11
212322,Industrial sand mining,Establishments,151,11,25,16,13,65,20,3,88,63
212322,Industrial sand mining,Employment,"2,754",0,[b],106,142,[e],480,[b],888,"1,866"
212322,Industrial sand mining,"Annual Payroll ($1,000)","107,705",126,(D),"3,320","5,892",(D),"17,654",(D),"33,091","74,614"
212322,Industrial sand mining,"Receipts ($1,000)","638,034",968,(D),"16,622","28,991",(D),"81,390",(D),"163,569","474,465"
212324,Kaolin & ball clay mining,Firms,20,0,1,1,2,4,6,1,11,9
212324,Kaolin & ball clay mining,Establishments,37,0,1,1,2,4,6,1,11,26
212324,Kaolin & ball clay mining,Employment,"3,203",0,[a],[a],[b],[b],352,[b],432,"2,771"
212324,Kaolin & ball clay mining,"Annual Payroll ($1,000)","149,622",0,(D),(D),(D),(D),"14,466",(D),"17,042","132,580"
212324,Kaolin & ball clay mining,"Receipts ($1,000)","878,226",0,(D),(D),(D),(D),"44,946",(D),"57,571","820,655"
212325,Clay & ceramic & refractory minerals mining,Firms,92,4,24,14,11,53,12,6,71,21
212325,Clay & ceramic & refractory minerals mining,Establishments,122,4,24,14,11,53,19,10,82,40
212325,Clay & ceramic & refractory minerals mining,Employment,"3,673",0,[b],[b],[c],[e],527,[e],"1,160","2,513"
212325,Clay & ceramic & refractory minerals mining,"Annual Payroll ($1,000)","133,859",196,(D),(D),(D),(D),"15,862",(D),"37,752","96,107"
212325,Clay & ceramic & refractory minerals mining,"Receipts ($1,000)","1,022,823",842,(D),(D),(D),(D),"84,554",(D),"184,521","838,302"
21239,Other nonmetallic mineral mining & quarrying,Firms,278,31,85,35,32,183,41,18,242,36
21239,Other nonmetallic mineral mining & quarrying,Establishments,327,31,85,35,33,184,49,29,262,65
21239,Other nonmetallic mineral mining & quarrying,Employment,"12,087",0,181,232,436,849,"1,463","1,452","3,764","8,323"
21239,Other nonmetallic mineral mining & quarrying,"Annual Payroll ($1,000)","554,430",791,"6,598","8,422","14,582","30,393","56,636","49,639","136,668","417,762"
21239,Other nonmetallic mineral mining & quarrying,"Receipts ($1,000)","3,067,177","3,502","27,613","34,501","57,865","123,481","262,486","192,563","578,530","2,488,647"
212391,"Potash, soda, & borate mineral mining",Firms,21,0,8,0,0,8,5,0,13,8
212391,"Potash, soda, & borate mineral mining",Establishments,28,0,8,0,0,8,7,0,15,13
212391,"Potash, soda, & borate mineral mining",Employment,"2,990",0,14,0,0,14,283,0,297,"2,693"
212391,"Potash, soda, & borate mineral mining","Annual Payroll ($1,000)","170,257",0,588,0,0,588,"12,996",0,"13,584","156,673"
212391,"Potash, soda, & borate mineral mining","Receipts ($1,000)","1,172,358",0,"3,122",0,0,"3,122","84,253",0,"87,375","1,084,983"
212392,Phosphate rock mining,Firms,14,2,1,1,0,4,1,1,6,8
212392,Phosphate rock mining,Establishments,17,2,1,1,0,4,1,1,6,11
212392,Phosphate rock mining,Employment,"2,796",[a],[a],[a],0,[a],[a],[a],17,"2,779"
212392,Phosphate rock mining,"Annual Payroll ($1,000)","147,657",(D),(D),(D),0,(D),(D),(D),"1,125","146,532"
212392,Phosphate rock mining,"Receipts ($1,000)","936,017",(D),(D),(D),0,(D),(D),(D),"6,465","929,552"
212393,Other chemical & fertilizer mineral mining,Firms,38,4,8,7,3,22,6,4,32,6
212393,Other chemical & fertilizer mineral mining,Establishments,45,4,8,7,3,22,6,8,36,9
212393,Other chemical & fertilizer mineral mining,Employment,"1,860",[a],[b],[b],45,[c],[e],[e],674,"1,186"
212393,Other chemical & fertilizer mineral mining,"Annual Payroll ($1,000)","77,455",(D),(D),(D),580,(D),(D),(D),"27,956","49,499"
212393,Other chemical & fertilizer mineral mining,"Receipts ($1,000)","284,288",(D),(D),(D),"3,389",(D),(D),(D),"144,247","140,041"
212399,All other nonmetallic mineral mining,Firms,210,25,68,27,29,149,30,13,192,18
212399,All other nonmetallic mineral mining,Establishments,237,25,68,27,30,150,35,20,205,32
212399,All other nonmetallic mineral mining,Employment,"4,441",0,145,179,391,715,909,"1,152","2,776","1,665"
212399,All other nonmetallic mineral mining,"Annual Payroll ($1,000)","159,061",671,"5,362","6,134","14,002","26,169","32,271","35,563","94,003","65,058"
212399,All other nonmetallic mineral mining,"Receipts ($1,000)","674,514","2,998","17,960","26,909","54,476","102,343","131,428","106,672","340,443","334,071"
213,Support activities for mining,Firms,"7,587",831,"3,449","1,176",970,"6,426",909,157,"7,492",95
213,Support activities for mining,Establishments,"9,037",831,"3,465","1,209","1,089","6,594","1,200",391,"8,185",852
213,Support activities for mining,Employment,"183,321",0,"7,155","7,757","12,898","27,810","34,392","21,782","83,984","99,337"
213,Support activities for mining,"Annual Payroll ($1,000)","8,433,197","49,537","220,596","254,609","443,992","968,734","1,294,040","960,205","3,222,979","5,210,218"
213,Support activities for mining,"Receipts ($1,000)","28,960,730","169,727","835,638","943,867","1,389,401","3,338,633","3,956,578","3,441,276","10,736,487","18,224,243"
2131,Support activities for mining,Firms,"7,587",831,"3,449","1,176",970,"6,426",909,157,"7,492",95
2131,Support activities for mining,Establishments,"9,037",831,"3,465","1,209","1,089","6,594","1,200",391,"8,185",852
2131,Support activities for mining,Employment,"183,321",0,"7,155","7,757","12,898","27,810","34,392","21,782","83,984","99,337"
2131,Support activities for mining,"Annual Payroll ($1,000)","8,433,197","49,537","220,596","254,609","443,992","968,734","1,294,040","960,205","3,222,979","5,210,218"
2131,Support activities for mining,"Receipts ($1,000)","28,960,730","169,727","835,638","943,867","1,389,401","3,338,633","3,956,578","3,441,276","10,736,487","18,224,243"
21311,Support activities for mining,Firms,"7,587",831,"3,449","1,176",970,"6,426",909,157,"7,492",95
21311,Support activities for mining,Establishments,"9,037",831,"3,465","1,209","1,089","6,594","1,200",391,"8,185",852
